episode,total_reward,episode_length,epsilon,rl_loss,ssl_loss,total_loss,loss,tiles_visited,maps_visited,timestamp
1,783.0,10000,0.981002,0.029258,0.058498,0.032183,0.032183,292,5,2026-05-06T16:03:05
